"user_id","count","per_week_retention"
12034.0,14,1
12035.0,2,0
12040.0,7,0
12042.0,3,1
12045.0,2,0
12048.0,3,1
12050.0,5,1
12053.0,3,1
12054.0,9,1
12056.0,3,1
12057.0,1,0
12058.0,5,1
12061.0,1,0
12063.0,3,1
12066.0,3,0
12072.0,5,1
12073.0,4,1
12074.0,1,0
12076.0,2,0
12077.0,1,0
12079.0,9,1
12081.0,6,1
12082.0,1,0
12084.0,3,1
12085.0,2,1
12087.0,3,1
12089.0,2,1
12093.0,2,1
12095.0,9,1
12097.0,3,0
12101.0,1,0
12102.0,2,0
12103.0,1,0
12106.0,1,0
12107.0,5,1
12111.0,1,0
12113.0,2,0
12118.0,2,0
12119.0,3,0
12120.0,1,0
12121.0,1,0
12122.0,4,0
12127.0,7,1
12133.0,2,1
12135.0,2,1
12136.0,3,1
12137.0,4,1
12138.0,4,1
12141.0,2,1
12144.0,5,1
12147.0,4,1
12148.0,4,1
12149.0,4,1
12151.0,1,0
12152.0,8,1
12153.0,5,1
12161.0,6,1
12162.0,4,0
12164.0,13,1
12165.0,2,1
12167.0,3,1
12169.0,4,1
12170.0,6,1
12171.0,1,0
12173.0,3,1
12174.0,1,0
12176.0,3,1
12178.0,6,1
12180.0,2,1
12181.0,4,1
12183.0,3,1
12184.0,2,1
12185.0,6,1
12188.0,3,1
12189.0,5,1
12191.0,3,1
12193.0,2,1
12196.0,1,0
12202.0,2,1
12205.0,13,1
12208.0,2,1
12212.0,5,1
12213.0,3,1
12214.0,3,1
12216.0,9,1
12217.0,3,1
12221.0,7,1
12225.0,2,1
12227.0,3,1
12228.0,7,1
12230.0,2,1
12233.0,1,0
12235.0,1,0
12236.0,4,1
12237.0,8,1
12238.0,2,1
12241.0,7,1
12243.0,2,0
12246.0,9,1
12247.0,2,1
12248.0,12,1
12249.0,5,1
12250.0,6,1
12251.0,5,1
12256.0,2,1
12263.0,7,1
12265.0,4,1
12266.0,4,1
12267.0,2,1
12268.0,1,0
12270.0,2,1
12277.0,2,1
12279.0,2,1
12281.0,2,1
12282.0,1,0
12284.0,2,1
12285.0,1,0
12290.0,2,1
12291.0,2,1
12292.0,5,1
12293.0,3,1
12294.0,1,0
12296.0,1,0
12297.0,4,1
12301.0,3,0
12302.0,3,1
12303.0,1,0
12310.0,6,1
12311.0,5,1
12312.0,1,0
12313.0,3,1
12315.0,3,1
12318.0,5,0
12319.0,3,0
12323.0,10,1
12324.0,3,1
12325.0,2,0
12326.0,1,0
12327.0,1,0
12328.0,2,1
12330.0,3,1
12333.0,11,1
12334.0,1,0
12335.0,4,1
12337.0,3,1
12341.0,6,1
12346.0,1,0
12348.0,7,1
12350.0,3,1
12352.0,4,1
12355.0,4,1
12356.0,4,0
12357.0,10,1
12358.0,8,1
12361.0,3,0
12363.0,3,1
12367.0,9,1
12369.0,1,0
12370.0,2,1
12372.0,7,1
12373.0,9,1
12375.0,5,0
12382.0,5,1
12383.0,2,1
12386.0,3,1
12388.0,1,0
12389.0,14,1
12391.0,4,1
12393.0,9,1
12395.0,4,0
12397.0,2,1
12400.0,5,1
12402.0,1,0
12403.0,3,0
12404.0,2,0
12406.0,4,1
12407.0,2,1
12408.0,6,0
12411.0,2,1
12417.0,2,1
12420.0,5,1
12421.0,4,1
12425.0,5,1
12429.0,3,1
12432.0,3,1
12434.0,3,1
12436.0,4,1
12438.0,3,1
12439.0,4,0
12440.0,1,0
12441.0,1,0
12443.0,2,1
12445.0,3,1
12447.0,2,1
12448.0,1,0
12449.0,9,1
12451.0,3,1
12452.0,1,0
12454.0,3,1
12456.0,6,1
12460.0,1,0
12462.0,3,1
12463.0,1,0
12464.0,5,1
12468.0,3,1
12470.0,6,0
12471.0,3,1
12472.0,2,1
12473.0,3,1
12474.0,3,0
12477.0,6,1
12478.0,1,0
12480.0,6,1
12481.0,5,0
12483.0,6,0
12486.0,3,1
12487.0,3,1
12488.0,1,0
12490.0,5,1
12492.0,2,1
12493.0,11,1
12496.0,3,1
12497.0,2,1
12499.0,3,0
12501.0,9,1
12503.0,1,0
12505.0,2,1
12506.0,2,1
12509.0,2,1
12510.0,2,1
12512.0,2,1
12515.0,2,1
12516.0,1,0
12517.0,5,1
12518.0,4,1
12519.0,2,1
12521.0,2,1
12522.0,2,1
12524.0,5,1
12526.0,2,1
12527.0,2,1
12529.0,3,1
12530.0,2,1
12531.0,4,1
12534.0,1,0
12537.0,2,1
12539.0,2,1
12541.0,3,1
12543.0,7,1
12544.0,1,0
12545.0,3,1
12547.0,7,1
12548.0,4,1
12550.0,4,1
12551.0,2,1
12553.0,2,1
12554.0,2,1
12558.0,3,1
12560.0,2,1
12562.0,4,1
12564.0,2,1
12565.0,10,1
12567.0,7,1
12569.0,3,1
12570.0,1,0
12571.0,3,1
12573.0,2,1
12574.0,2,1
12576.0,2,1
12577.0,2,1
12578.0,3,1
12582.0,1,0
12584.0,7,1
12585.0,6,1
12586.0,2,1
12589.0,3,1
12591.0,3,1
12593.0,10,1
12594.0,4,1
12595.0,3,1
12599.0,6,1
12600.0,2,1
12603.0,2,1
12604.0,5,1
12605.0,3,1
12607.0,9,1
12608.0,3,1
12610.0,8,1
12611.0,4,1
12613.0,5,1
12615.0,2,1
12617.0,13,1
12621.0,2,1
12627.0,3,1
12628.0,6,1
12630.0,5,1
12632.0,2,1
12633.0,8,1
12636.0,2,1
12637.0,4,1
12640.0,4,1
12641.0,4,1
12648.0,4,1
12652.0,4,0
12654.0,2,1
12655.0,1,0
12656.0,2,1
12658.0,1,0
12660.0,3,1
12662.0,9,1
12663.0,2,1
12665.0,1,0
12666.0,3,0
12670.0,13,1
12672.0,3,1
12674.0,1,0
12678.0,8,1
12679.0,3,0
12683.0,4,1
12685.0,1,0
12686.0,4,1
12687.0,3,1
12689.0,4,1
12692.0,1,0
12695.0,1,0
12696.0,2,1
12697.0,1,0
12698.0,1,0
12700.0,2,0
12703.0,4,1
12705.0,1,0
12708.0,6,1
12709.0,2,0
12710.0,1,0
12716.0,6,1
12718.0,1,0
12723.0,1,0
12725.0,6,1
12728.0,1,0
12732.0,1,0
12733.0,4,1
12735.0,7,1
12738.0,1,0
12741.0,4,1
12742.0,3,1
12743.0,4,0
12744.0,5,1
12745.0,2,1
12747.0,4,1
12748.0,3,1
12749.0,3,1
12751.0,4,1
12752.0,11,1
12753.0,2,1
12754.0,3,0
12757.0,5,0
12758.0,7,1
12759.0,4,1
12761.0,6,1
12764.0,9,1
12770.0,2,1
12771.0,1,0
12772.0,4,1
12773.0,2,1
12776.0,2,1
12777.0,4,0
12780.0,4,1
12783.0,1,0
12784.0,1,0
12785.0,1,0
12786.0,3,1
12788.0,3,1
12791.0,1,0
12792.0,5,1
12797.0,7,1
12798.0,4,1
12800.0,3,1
12801.0,2,0
12805.0,1,0
12809.0,1,0
12810.0,4,1
12811.0,3,0
12817.0,3,0
12818.0,2,1
12820.0,2,0
12824.0,1,0
12827.0,1,0
12828.0,2,1
12829.0,2,1
12832.0,2,0
12833.0,2,1
12842.0,1,0
12843.0,6,1
12844.0,3,1
12845.0,1,0
12849.0,9,1
12850.0,6,1
12852.0,2,1
12853.0,5,1
12856.0,4,1
12859.0,3,1
12864.0,12,1
12865.0,2,1
12867.0,3,0
12872.0,3,1
12874.0,3,1
12875.0,3,0
12879.0,3,1
12880.0,9,0
12881.0,2,1
12882.0,4,1
12883.0,6,1
12887.0,3,1
12888.0,9,1
12889.0,2,1
12890.0,11,1
12891.0,4,1
12893.0,4,1
12894.0,7,1
12897.0,3,1
12899.0,6,1
12900.0,5,1
12902.0,11,1
12903.0,3,1
12904.0,4,1
12907.0,7,1
12910.0,1,0
12911.0,3,1
12912.0,4,1
12915.0,1,0
12916.0,4,1
12918.0,2,1
12921.0,1,0
12924.0,2,1
12925.0,3,1
12927.0,2,0
12928.0,7,1
12929.0,3,1
12931.0,6,1
12934.0,4,1
12936.0,3,1
12937.0,10,1
12939.0,3,1
12942.0,2,1
12944.0,3,1
12945.0,5,1
12946.0,8,1
12949.0,2,1
12950.0,2,1
12955.0,3,1
12957.0,8,1
12959.0,2,1
12963.0,6,1
12964.0,8,1
12968.0,3,1
12969.0,4,0
12970.0,2,1
12971.0,4,1
12972.0,1,0
12973.0,3,1
12976.0,14,1
12977.0,6,1
12982.0,9,1
12985.0,3,1
12988.0,2,1
12992.0,6,0
12994.0,8,1
12995.0,14,1
12996.0,3,1
12997.0,1,0
12998.0,3,1
13003.0,2,1
13004.0,7,1
13005.0,1,0
13007.0,6,1
13010.0,4,1
13014.0,1,0
13015.0,5,0
13017.0,3,1
13020.0,3,0
13022.0,1,0
13023.0,2,0
13025.0,7,1
13029.0,1,0
13030.0,1,0
13034.0,3,1
13036.0,1,0
13041.0,1,0
13042.0,1,0
13044.0,2,1
13046.0,4,1
13047.0,2,0
13048.0,2,0
13049.0,1,0
13056.0,3,1
13059.0,7,1
13060.0,5,1
13065.0,2,0
13067.0,3,1
13072.0,4,0
13073.0,4,1
13074.0,2,1
13078.0,1,0
13079.0,4,1
13084.0,5,1
13088.0,2,1
13093.0,1,0
13098.0,2,0
13099.0,3,0
13100.0,2,1
13101.0,1,0
13102.0,2,1
13104.0,3,0
13105.0,2,0
13108.0,3,0
13110.0,2,1
13111.0,5,1
13112.0,7,0
13113.0,3,0
13114.0,2,1
13115.0,1,0
13117.0,3,1
13118.0,6,1
13119.0,1,0
13121.0,6,1
13122.0,2,1
13127.0,2,1
13128.0,7,1
13129.0,1,0
13132.0,4,1
13134.0,3,0
13137.0,1,0
13139.0,1,0
13140.0,4,0
13141.0,4,0
13143.0,2,0
13144.0,5,1
13145.0,1,0
13146.0,5,0
13147.0,3,1
13148.0,2,1
13151.0,1,0
13152.0,10,1
13154.0,2,1
13156.0,4,1
13158.0,1,0
13160.0,1,0
13161.0,4,1
13162.0,2,0
13164.0,1,0
13165.0,7,0
13172.0,4,1
13173.0,2,1
13174.0,2,1
13175.0,1,0
13177.0,1,0
13178.0,3,0
13179.0,1,0
13183.0,6,1
13184.0,8,1
13186.0,4,1
13190.0,2,1
13191.0,3,1
13192.0,3,0
13195.0,1,0
13198.0,4,1
13200.0,1,0
13201.0,3,1
13202.0,6,0
13204.0,2,1
13205.0,2,1
13209.0,1,0
13211.0,2,0
13214.0,5,1
13215.0,4,1
13216.0,5,1
13220.0,9,0
13221.0,6,1
13223.0,2,1
13225.0,4,0
13226.0,2,1
13227.0,3,1
13229.0,8,1
13232.0,5,0
13233.0,3,0
13235.0,5,1
13236.0,4,1
13238.0,2,1
13240.0,3,0
13243.0,2,1
13244.0,9,1
13245.0,1,0
13246.0,3,1
13247.0,14,1
13248.0,3,1
13249.0,4,1
13252.0,5,1
13255.0,1,0
13256.0,6,1
13258.0,4,1
13261.0,4,0
13262.0,5,1
13263.0,3,1
13267.0,7,1
13269.0,1,0
13270.0,2,1
13272.0,3,1
13273.0,6,1
13275.0,1,0
13277.0,5,1
13278.0,7,0
13279.0,4,1
13280.0,5,1
13285.0,2,1
13286.0,1,0
13288.0,4,1
13290.0,12,1
13291.0,2,1
13292.0,2,1
13293.0,5,1
13299.0,5,1
13300.0,2,1
13301.0,8,1
13302.0,5,1
13303.0,1,0
13305.0,1,0
13308.0,1,0
13311.0,2,1
13312.0,2,0
13315.0,2,1
13317.0,5,1
13319.0,4,1
13322.0,4,1
13324.0,5,1
13325.0,5,1
13328.0,2,1
13329.0,8,1
13330.0,5,1
13333.0,3,1
13335.0,1,0
13337.0,2,1
13338.0,1,0
13341.0,2,1
13342.0,5,1
13344.0,2,1
13346.0,4,1
13347.0,5,1
13348.0,6,1
13350.0,6,1
13352.0,3,1
13353.0,8,1
13357.0,2,1
13359.0,4,1
13362.0,4,1
13363.0,2,1
13365.0,3,1
13366.0,1,0
13367.0,4,1
13369.0,2,1
13372.0,8,1
13377.0,1,0
13378.0,2,1
13383.0,5,1
13384.0,4,1
13385.0,3,1
13387.0,11,1
13393.0,9,0
13394.0,1,0
13395.0,8,0
13396.0,2,0
13397.0,1,0
13398.0,1,0
13399.0,7,1
13400.0,3,1
13405.0,1,0
13406.0,9,1
13408.0,1,0
13409.0,3,1
13411.0,6,1
13412.0,2,0
13417.0,2,1
13419.0,1,0
13420.0,2,0
13422.0,1,0
13425.0,2,1
13427.0,4,1
13432.0,1,0
13434.0,8,1
13438.0,2,0
13439.0,6,1
13440.0,2,1
13441.0,4,0
13443.0,6,0
13444.0,3,1
13448.0,4,1
13452.0,1,0
13453.0,2,1
13454.0,2,0
13456.0,7,1
13461.0,4,0
13462.0,3,1
13464.0,8,1
13466.0,3,0
13468.0,3,1
13469.0,7,0
13470.0,3,1
13471.0,1,0
13475.0,3,1
13478.0,5,1
13480.0,2,1
13482.0,1,0
13483.0,1,0
13484.0,1,0
13486.0,3,1
13488.0,1,0
13490.0,3,1
13492.0,2,1
13494.0,2,1
13495.0,2,0
13496.0,2,1
13497.0,1,0
13498.0,1,0
13506.0,3,1
13508.0,4,0
13509.0,6,0
13511.0,5,1
13514.0,4,1
13516.0,5,0
13520.0,8,0
13521.0,1,0
13522.0,2,1
13523.0,3,0
13526.0,6,1
13527.0,2,1
13528.0,7,0
13531.0,5,1
13532.0,4,1
13533.0,1,0
13534.0,2,1
13539.0,7,1
13541.0,3,1
13542.0,3,0
13543.0,1,0
13547.0,4,0
13548.0,6,1
13549.0,4,1
13550.0,4,1
13551.0,1,0
13552.0,5,1
13553.0,1,0
13555.0,1,0
13556.0,5,1
13557.0,1,0
13563.0,4,1
13564.0,2,1
13565.0,1,0
13569.0,1,0
13570.0,1,0
13572.0,4,1
13575.0,4,1
13576.0,4,1
13577.0,3,1
13578.0,2,1
13579.0,11,0
13580.0,10,1
13581.0,7,0
13583.0,5,1
13584.0,3,1
13585.0,2,1
13586.0,1,0
13589.0,2,1
13590.0,4,1
13591.0,6,1
13592.0,2,1
13594.0,5,1
13595.0,5,1
13600.0,2,1
13605.0,5,1
13608.0,3,1
13612.0,1,0
13613.0,3,1
13617.0,1,0
13618.0,5,1
13621.0,2,1
13623.0,6,1
13624.0,2,1
13625.0,4,0
13627.0,2,1
13630.0,1,0
13631.0,7,1
13632.0,5,1
13640.0,2,1
13641.0,2,1
13644.0,7,1
13648.0,1,0
13649.0,2,1
13653.0,5,1
13654.0,2,1
13655.0,4,1
13658.0,2,1
13659.0,8,1
13660.0,3,1
13662.0,5,1
13666.0,10,1
13667.0,2,1
13671.0,3,1
13672.0,5,1
13674.0,7,1
13676.0,2,1
13680.0,4,0
13681.0,2,0
13684.0,6,1
13685.0,1,0
13686.0,1,0
13687.0,4,1
13688.0,7,1
13691.0,4,1
13693.0,2,1
13694.0,3,1
13696.0,3,1
13697.0,6,1
13698.0,1,0
13699.0,7,1
13701.0,2,1
13702.0,8,1
13704.0,3,1
13706.0,4,1
13709.0,6,1
13710.0,3,1
13711.0,2,1
13713.0,3,1
13719.0,2,1
13720.0,2,1
13721.0,5,1
13723.0,3,1
13726.0,3,1
13727.0,2,1
13729.0,3,1
13731.0,2,1
13732.0,2,1
13733.0,3,0
13734.0,3,1
13737.0,3,1
13741.0,2,1
13742.0,3,1
13743.0,2,0
13744.0,3,1
13747.0,2,1
13750.0,2,1
13754.0,6,1
13755.0,4,1
13757.0,8,1
13759.0,3,1
13761.0,8,1
13762.0,4,1
13763.0,1,0
13764.0,8,1
13765.0,4,1
13766.0,2,1
13769.0,1,0
13773.0,5,1
13775.0,6,1
13776.0,8,1
13778.0,2,1
13782.0,1,0
13783.0,2,1
13784.0,1,0
13785.0,4,1
13787.0,1,0
13789.0,3,1
13790.0,3,1
13793.0,3,1
13797.0,6,1
13798.0,1,0
13799.0,4,1
13804.0,2,0
13809.0,2,0
13810.0,4,1
13818.0,8,1
13819.0,4,1
13821.0,3,1
13823.0,4,1
13824.0,2,1
13825.0,1,0
13826.0,7,1
13827.0,1,0
13830.0,1,0
13832.0,3,1
13833.0,1,0
13834.0,1,0
13835.0,2,1
13839.0,6,1
13841.0,1,0
13842.0,1,0
13843.0,5,0
13845.0,2,1
13847.0,1,0
13849.0,4,1
13851.0,6,0
13853.0,2,0
13858.0,10,1
13859.0,1,0
13860.0,6,1
13871.0,2,1
13874.0,1,0
13882.0,3,0
13884.0,2,1
13887.0,6,1
13888.0,10,1
13892.0,3,1
13894.0,8,1
13895.0,1,0
13896.0,3,1
13897.0,3,0
13898.0,4,1
13899.0,5,1
13900.0,7,0
13902.0,1,0
13907.0,1,0
13908.0,1,0
13910.0,2,1
13918.0,6,1
13919.0,1,0
13920.0,11,1
13922.0,3,1
13923.0,2,0
13924.0,4,1
13925.0,2,0
13928.0,2,1
13930.0,1,0
13932.0,2,1
13933.0,5,1
13938.0,6,1
13940.0,4,0
13941.0,1,0
13942.0,5,0
13945.0,6,1
13947.0,1,0
13948.0,3,1
13955.0,2,1
13956.0,2,1
13957.0,9,1
13960.0,4,1
13961.0,3,1
13962.0,2,1
13964.0,5,1
13968.0,2,1
13970.0,3,0
13973.0,5,1
13974.0,8,1
13976.0,2,1
13977.0,4,1
13978.0,3,1
13979.0,1,0
13982.0,3,1
13984.0,3,1
13985.0,6,1
13989.0,3,1
13992.0,1,0
13995.0,2,1
13996.0,1,0
14000.0,2,1
14003.0,2,1
14005.0,4,1
14007.0,2,1
14008.0,6,1
14009.0,5,1
14011.0,2,1
14012.0,3,0
14013.0,5,1
14016.0,5,1
14018.0,9,1
14019.0,4,1
14024.0,2,1
14026.0,6,1
14027.0,4,1
14028.0,2,1
14029.0,2,1
14032.0,9,1
14033.0,2,0
14035.0,6,1
14037.0,8,1
14038.0,3,1
14039.0,3,1
14040.0,7,1
14041.0,5,1
14042.0,7,1
14043.0,2,1
14044.0,1,0
14046.0,1,0
14048.0,2,1
14049.0,8,1
14050.0,3,1
14051.0,6,1
14053.0,5,1
14054.0,2,1
14058.0,2,1
14061.0,2,1
14062.0,10,1
14066.0,2,1
14067.0,1,0
14068.0,2,1
14070.0,2,1
14073.0,2,1
14076.0,8,0
14077.0,2,1
14081.0,1,0
14083.0,2,1
14084.0,6,1
14085.0,2,1
14086.0,8,1
14093.0,1,0
14094.0,6,1
14095.0,2,1
14096.0,2,1
14098.0,2,1
14099.0,1,0
14101.0,7,1
14102.0,8,1
14103.0,6,0
14106.0,2,1
14107.0,3,1
14108.0,2,1
14110.0,10,1
14111.0,6,1
14113.0,2,1
14114.0,6,1
14118.0,4,1
14124.0,3,1
14125.0,2,1
14128.0,2,1
14129.0,3,1
14130.0,3,1
14132.0,5,1
14133.0,5,1
14135.0,2,1
14139.0,3,1
14140.0,2,1
14141.0,9,1
14142.0,1,0
14146.0,2,1
14147.0,3,1
14148.0,3,1
14150.0,1,0
14154.0,3,1
14157.0,3,1
14158.0,4,1
14170.0,4,1
14172.0,10,1
14173.0,3,1
14176.0,4,1
14177.0,5,1
14179.0,2,1
14181.0,2,1
14182.0,1,0
14183.0,4,1
14185.0,3,1
14186.0,3,1
14187.0,2,1
14189.0,5,1
14190.0,1,0
14194.0,1,0
14195.0,2,0
14198.0,1,0
14199.0,5,1
14200.0,4,1
14201.0,7,1
14202.0,1,0
14204.0,2,1
14206.0,1,0
14208.0,2,0
14210.0,1,0
14214.0,2,0
14217.0,3,1
14220.0,7,1
14222.0,3,1
14223.0,2,0
14226.0,3,1
14227.0,3,1
14228.0,1,0
14232.0,1,0
14234.0,4,0
14237.0,4,0
14240.0,3,1
14241.0,2,0
14242.0,3,1
14243.0,2,0
14244.0,2,0
14245.0,1,0
14247.0,3,0
14250.0,3,0
14251.0,1,0
14252.0,1,0
14253.0,6,1
14254.0,1,0
14256.0,1,0
14259.0,4,0
14260.0,1,0
14263.0,6,1
14265.0,6,1
14266.0,8,1
14267.0,2,0
14272.0,3,0
14273.0,6,1
14274.0,5,0
14275.0,7,1
14277.0,1,0
14278.0,2,1
14279.0,4,0
14280.0,4,1
14281.0,2,0
14282.0,1,0
14283.0,2,1
14284.0,4,1
14285.0,3,1
14287.0,1,0
14288.0,1,0
14289.0,1,0
14291.0,6,0
14292.0,1,0
14293.0,6,1
14294.0,2,0
14295.0,1,0
14298.0,1,0
14299.0,1,0
14300.0,1,0
14301.0,1,0
14302.0,1,0
14303.0,6,1
14304.0,8,1
14307.0,3,1
14309.0,3,1
14313.0,4,1
14314.0,5,1
14316.0,2,1
14317.0,1,0
14318.0,3,1
14319.0,1,0
14321.0,1,0
14323.0,3,1
14325.0,4,0
14326.0,2,0
14327.0,1,0
14329.0,6,1
14330.0,2,1
14334.0,2,1
14335.0,5,1
14336.0,2,1
14339.0,1,0
14340.0,1,0
14341.0,2,1
14347.0,1,0
14349.0,4,0
14350.0,1,0
14351.0,2,0
14355.0,2,1
14356.0,2,1
14357.0,4,1
14358.0,5,1
14359.0,1,0
14361.0,2,0
14362.0,2,1
14363.0,2,1
14365.0,5,1
14368.0,2,1
14369.0,2,1
14371.0,1,0
14372.0,2,0
14373.0,3,0
14374.0,4,1
14377.0,8,0
14378.0,1,0
14380.0,5,1
14382.0,1,0
14383.0,1,0
14384.0,1,0
14387.0,2,1
14388.0,1,0
14390.0,2,1
14391.0,2,0
14395.0,1,0
14396.0,5,1
14397.0,2,1
14400.0,2,1
14403.0,3,1
14405.0,6,1
14409.0,1,0
14411.0,1,0
14412.0,1,0
14413.0,4,1
14416.0,2,1
14417.0,4,1
14418.0,1,0
14422.0,2,1
14424.0,5,1
14426.0,7,1
14429.0,1,0
14433.0,7,1
14435.0,5,1
14437.0,3,1
14438.0,4,1
14439.0,4,1
14441.0,8,1
14442.0,2,1
14443.0,2,1
14445.0,2,1
14448.0,3,1
14451.0,3,1
14453.0,2,1
14454.0,5,1
14455.0,4,1
14457.0,2,1
14459.0,3,1
14462.0,2,1
14464.0,2,0
14467.0,1,0
14469.0,5,1
14470.0,2,1
14471.0,5,1
14477.0,2,1
14478.0,4,1
14479.0,8,1
14480.0,1,0
14482.0,2,1
14484.0,3,1
14485.0,2,1
14491.0,2,0
14494.0,2,1
14496.0,2,1
14499.0,3,1
14500.0,2,1
14501.0,1,0
14502.0,9,1
14504.0,4,0
14505.0,4,1
14506.0,6,1
14509.0,1,0
14510.0,2,1
14511.0,2,1
14512.0,2,1
14516.0,3,1
14517.0,6,1
14518.0,5,1
14519.0,7,1
14523.0,8,1
14524.0,6,1
14530.0,2,1
14531.0,2,1
14532.0,4,1
14536.0,2,1
14541.0,6,1
14542.0,8,1
14545.0,3,1
14552.0,6,0
14553.0,2,1
14554.0,2,1
14555.0,2,1
14556.0,1,0
14558.0,5,1
14559.0,1,0
14560.0,2,1
14562.0,2,1
14564.0,2,1
14566.0,4,1
14567.0,1,0
14570.0,3,1
14571.0,3,1
14573.0,2,1
14575.0,5,1
14579.0,8,1
14582.0,2,1
14584.0,7,1
14585.0,2,1
14586.0,6,1
14587.0,3,1
14588.0,3,1
14593.0,3,1
14597.0,2,0
14599.0,8,1
14602.0,3,1
14606.0,3,1
14609.0,5,1
14611.0,1,0
14613.0,2,1
14614.0,1,0
14615.0,3,1
14618.0,3,1
14620.0,7,1
14621.0,5,1
14625.0,6,1
14626.0,3,1
14627.0,2,1
14628.0,2,0
14629.0,4,1
14630.0,1,0
14632.0,1,0
14633.0,1,0
14634.0,3,1
14635.0,2,1
14638.0,3,1
14639.0,5,1
14640.0,3,1
14643.0,1,0
14644.0,2,1
14646.0,2,1
14649.0,2,1
14650.0,1,0
14651.0,10,1
14655.0,2,1
14657.0,1,0
14658.0,2,0
14660.0,2,1
14664.0,2,1
14665.0,5,1
14666.0,2,1
14668.0,2,1
14669.0,1,0
14670.0,4,1
14672.0,3,1
14677.0,3,1
14680.0,5,1
14683.0,3,1
14684.0,3,1
14685.0,4,1
14687.0,2,1
14689.0,2,1
14690.0,2,1
14691.0,1,0
14692.0,1,0
14693.0,2,1
14704.0,4,0
14705.0,1,0
14707.0,1,0
14710.0,2,1
14711.0,3,1
14720.0,1,0
14723.0,8,1
14726.0,3,1
14732.0,4,1
14733.0,5,1
14734.0,3,1
14738.0,3,1
14740.0,3,1
14742.0,6,0
14743.0,3,0
14745.0,3,1
14747.0,5,1
14749.0,7,0
14750.0,6,0
14752.0,3,0
14754.0,8,0
14757.0,5,1
14759.0,1,0
14760.0,1,0
14766.0,7,1
14767.0,2,1
14768.0,3,0
14770.0,3,1
14771.0,4,1
14773.0,1,0
14774.0,2,0
14775.0,4,0
14780.0,2,0
14784.0,2,0
14788.0,2,1
14789.0,1,0
14790.0,1,0
14792.0,4,1
14793.0,6,1
14799.0,3,1
14804.0,2,0
14805.0,1,0
14806.0,1,0
14808.0,5,1
14809.0,3,0
14810.0,1,0
14811.0,3,0
14813.0,1,0
14814.0,1,0
14816.0,2,0
14818.0,1,0
14819.0,5,1
14820.0,5,1
14821.0,2,1
14823.0,6,1
14824.0,2,1
14825.0,1,0
14826.0,1,0
14828.0,5,1
14829.0,3,1
14831.0,2,1
14832.0,3,1
14833.0,7,1
14834.0,2,1
14837.0,2,1
14842.0,1,0
14847.0,4,1
14848.0,6,1
14849.0,6,1
14850.0,2,1
14851.0,2,1
14852.0,4,1
14853.0,3,1
14855.0,3,1
14856.0,2,1
14857.0,3,1
14859.0,1,0
14860.0,5,1
14863.0,7,1
14866.0,4,1
14869.0,3,1
14871.0,1,0
14873.0,3,1
14874.0,2,1
14877.0,5,1
14878.0,1,0
14880.0,2,1
14881.0,3,1
14882.0,2,1
14885.0,6,1
14890.0,2,1
14891.0,6,1
14892.0,4,1
14893.0,3,1
14894.0,2,1
14898.0,1,0
14900.0,1,0
14901.0,4,1
